日付,終値,,,,,
2017/12/15,57.3,,,,,
2017/12/14,57.04,,,,,
2017/12/13,56.6,,,,,
2017/12/12,57.14,,,,,
2017/12/11,57.99,,,,,
2017/12/8,57.36,,,,,
2017/12/7,56.69,,,,,
2017/12/6,55.96,,,,,
2017/12/5,57.62,,,,,
2017/12/4,57.47,,,,,
2017/12/1,58.36,,,,,
2017/11/30,57.4,,,,,
2017/11/29,57.3,,,,,
2017/11/28,57.99,,,,,
2017/11/27,58.11,,,,,
2017/11/24,58.95,,,,,
2017/11/23,58.38,,,,,
2017/11/22,58.02,,,,,
2017/11/21,56.83,,,,,
2017/11/20,56.09,,,,,
2017/11/17,56.55,,,,,
2017/11/16,55.14,,,,,
2017/11/15,55.33,,,,,
2017/11/14,55.7,,,,,
2017/11/13,56.76,,,,,
2017/11/10,56.74,,,,,
2017/11/9,57.17,,,,,
2017/11/8,56.81,,,,,
2017/11/7,57.2,,,,,
2017/11/6,57.35,,,,,
2017/11/3,55.64,,,,,
2017/11/2,54.54,,,,,
2017/11/1,54.3,,,,,
2017/10/31,54.38,,,,,
2017/10/30,54.15,,,,,
2017/10/27,53.9,,,,,
2017/10/26,52.64,,,,,
2017/10/25,52.18,,,,,
2017/10/24,52.47,,,,,
2017/10/23,51.9,,,,,
2017/10/20,51.47,,,,,
2017/10/19,51.29,,,,,
2017/10/18,52.04,,,,,
2017/10/17,51.88,,,,,
2017/10/16,51.87,,,,,
2017/10/13,51.45,,,,,
2017/10/12,50.6,,,,,
2017/10/11,51.3,,,,,
2017/10/10,50.92,,,,,
2017/10/9,49.58,,,,,
2017/10/6,49.29,,,,,
2017/10/5,50.79,,,,,
2017/10/4,49.98,,,,,
2017/10/3,50.42,,,,,
2017/10/2,50.58,,,,,
2017/9/29,51.67,,,,,
2017/9/28,51.56,,,,,
2017/9/27,52.14,,,,,
2017/9/26,51.88,,,,,
2017/9/25,52.22,,,,,
2017/9/22,50.66,,,,,
2017/9/21,50.55,,,,,
2017/9/20,50.41,,,,,
2017/9/19,49.48,,,,,
2017/9/18,49.91,,,,,
2017/9/15,49.89,,,,,
2017/9/14,49.89,,,,,
2017/9/13,49.3,,,,,
2017/9/12,48.23,,,,,
2017/9/11,48.07,,,,,
2017/9/8,47.48,,,,,
2017/9/7,49.09,,,,,
2017/9/6,49.16,,,,,
2017/9/5,48.66,,,,,
2017/9/4,47.41,,,,,
2017/9/3,47.32,,,,,
2017/9/1,47.29,,,,,
2017/8/31,47.23,,,,,
2017/8/30,45.96,,,,,
2017/8/29,46.44,,,,,
2017/8/28,46.57,,,,,
2017/8/25,47.87,,,,,
2017/8/24,47.43,,,,,
2017/8/23,48.41,,,,,
2017/8/22,47.64,,,,,
2017/8/21,47.37,,,,,
2017/8/18,48.51,,,,,
2017/8/17,47.09,,,,,
2017/8/16,46.78,,,,,
2017/8/15,47.55,,,,,
2017/8/14,47.59,,,,,
2017/8/11,48.82,,,,,
2017/8/10,48.59,,,,,
2017/8/9,49.56,,,,,
2017/8/8,49.17,,,,,
2017/8/7,49.39,,,,,
2017/8/4,49.58,,,,,
2017/8/3,49.03,,,,,
2017/8/2,49.59,,,,,
2017/8/1,49.16,,,,,
2017/7/31,50.17,,,,,
2017/7/28,49.71,,,,,
2017/7/27,49.04,,,,,
2017/7/26,48.75,,,,,
2017/7/25,47.89,,,,,
2017/7/24,46.34,,,,,
2017/7/21,45.77,,,,,
2017/7/20,46.79,,,,,
2017/7/19,47.12,,,,,
2017/7/18,46.4,,,,,
2017/7/17,46.02,,,,,
2017/7/14,46.54,,,,,
2017/7/13,46.08,,,,,
2017/7/12,45.49,,,,,
2017/7/11,45.04,,,,,
2017/7/10,44.4,,,,,
2017/7/7,44.23,,,,,
2017/7/6,45.52,,,,,
2017/7/5,45.13,,,,,
2017/7/4,47.13,,,,,
2017/7/3,47.07,,,,,
2017/6/30,46.04,,,,,
2017/6/29,44.93,,,,,
2017/6/28,44.74,,,,,
2017/6/27,44.24,,,,,
2017/6/26,43.38,,,,,
2017/6/23,43.01,,,,,
2017/6/22,42.97,,,,,
2017/6/21,42.75,,,,,
2017/6/20,43.51,,,,,
2017/6/19,44.43,,,,,
2017/6/16,44.97,,,,,
2017/6/15,44.68,,,,,
2017/6/14,44.93,,,,,
2017/6/13,46.67,,,,,
2017/6/12,46.08,,,,,
2017/6/9,45.83,,,,,
2017/6/8,45.64,,,,,
2017/6/7,45.72,,,,,
2017/6/6,48.19,,,,,
2017/6/5,47.4,,,,,
2017/6/2,47.87,,,,,
2017/6/1,48.6,,,,,
2017/5/31,48.56,,,,,
2017/5/30,49.91,,,,,
2017/5/29,49.97,,,,,
2017/5/28,49.94,,,,,
2017/5/26,50.05,,,,,
2017/5/25,49.14,,,,,
2017/5/24,51.59,,,,,
2017/5/23,51.72,,,,,
2017/5/22,51.13,,,,,
2017/5/19,50.67,,,,,
2017/5/18,49.66,,,,,
2017/5/17,49.41,,,,,
2017/5/16,49,,,,,
2017/5/15,49.16,,,,,
2017/5/12,48.17,,,,,
2017/5/11,48.2,,,,,
2017/5/10,47.7,,,,,
2017/5/9,46.27,,,,,
2017/5/8,46.84,,,,,
2017/5/5,46.6,,,,,
2017/5/4,45.9,,,,,
2017/5/3,48.18,,,,,
2017/5/2,47.99,,,,,
2017/5/1,49.16,,,,,
2017/4/28,49.62,,,,,
2017/4/27,49.31,,,,,
2017/4/26,49.96,,,,,
2017/4/25,49.56,,,,,
2017/4/24,49.23,,,,,
2017/4/21,49.62,,,,,
2017/4/20,50.27,,,,,
2017/4/19,50.44,,,,,
2017/4/18,52.41,,,,,
2017/4/17,52.65,,,,,
2017/4/13,53.18,,,,,
2017/4/12,53.11,,,,,
2017/4/11,53.4,,,,,
2017/4/10,53.08,,,,,
2017/4/7,52.24,,,,,
2017/4/6,51.7,,,,,
2017/4/5,51.15,,,,,
2017/4/4,51.03,,,,,
2017/4/3,50.24,,,,,
2017/3/31,50.6,,,,,
2017/3/30,50.35,,,,,
2017/3/29,49.51,,,,,
2017/3/28,48.37,,,,,
2017/3/27,47.73,,,,,
2017/3/24,47.97,,,,,
2017/3/23,47.7,,,,,
2017/3/22,48.04,,,,,
2017/3/21,47.34,,,,,
2017/3/20,48.22,,,,,
2017/3/17,48.78,,,,,
2017/3/16,48.75,,,,,
2017/3/15,48.86,,,,,
2017/3/14,47.72,,,,,
2017/3/13,48.4,,,,,
2017/3/10,48.49,,,,,
2017/3/9,49.28,,,,,
2017/3/8,50.28,,,,,
2017/3/7,53.14,,,,,
2017/3/6,53.2,,,,,
2017/3/3,53.33,,,,,
2017/3/2,52.61,,,,,
2017/3/1,53.83,,,,,
2017/2/28,54.01,,,,,
2017/2/27,54.05,,,,,
2017/2/24,53.99,,,,,
2017/2/23,54.45,,,,,
2017/2/22,53.59,,,,,
2017/2/21,54.06,,,,,
2017/2/20,53.97,,,,,
2017/2/19,53.79,,,,,
2017/2/17,53.4,,,,,
2017/2/16,53.36,,,,,
2017/2/15,53.11,,,,,
2017/2/14,53.2,,,,,
2017/2/13,52.93,,,,,
2017/2/10,53.86,,,,,
2017/2/9,53,,,,,
2017/2/8,52.34,,,,,
2017/2/7,52.17,,,,,
2017/2/6,53.01,,,,,
2017/2/3,53.83,,,,,
2017/2/2,53.54,,,,,
2017/2/1,53.88,,,,,
2017/1/31,52.81,,,,,
2017/1/30,52.63,,,,,
2017/1/27,53.17,,,,,
2017/1/26,53.78,,,,,
2017/1/25,52.75,,,,,
2017/1/24,53.18,,,,,
2017/1/23,52.75,,,,,
2017/1/20,52.42,,,,,
2017/1/19,51.37,,,,,
2017/1/18,51.08,,,,,
2017/1/17,52.48,,,,,
2017/1/16,52.52,,,,,
2017/1/15,52.45,,,,,
2017/1/13,52.37,,,,,
2017/1/12,53.01,,,,,
2017/1/11,52.25,,,,,
2017/1/10,50.82,,,,,
2017/1/9,51.96,,,,,
2017/1/6,53.99,,,,,
2017/1/5,53.76,,,,,
2017/1/4,53.26,,,,,
2017/1/3,52.33,,,,,
2017/1/2,54.03,,,,,
2016/12/30,53.72,,,,,
2016/12/29,53.77,,,,,
2016/12/28,54.06,,,,,
2016/12/27,53.9,,,,,
2016/12/26,53.19,,,,,
2016/12/23,53.02,,,,,
2016/12/22,52.95,,,,,
2016/12/21,52.49,,,,,
2016/12/20,52.23,,,,,
2016/12/19,52.12,,,,,
2016/12/16,51.9,,,,,
2016/12/15,50.9,,,,,
2016/12/14,51.04,,,,,
2016/12/13,52.98,,,,,
2016/12/12,52.83,,,,,
2016/12/9,51.5,,,,,
2016/12/8,50.84,,,,,
2016/12/7,49.77,,,,,
2016/12/6,50.93,,,,,
2016/12/5,51.79,,,,,
2016/12/2,51.68,,,,,
2016/12/1,51.06,,,,,
2016/11/30,49.44,,,,,
2016/11/29,45.23,,,,,
2016/11/28,47.08,,,,,
2016/11/25,46.06,,,,,
2016/11/24,47.98,,,,,
2016/11/23,47.96,,,,,
2016/11/22,48.03,,,,,
2016/11/21,47.49,,,,,
2016/11/18,45.69,,,,,
2016/11/17,45.42,,,,,
2016/11/16,45.57,,,,,
2016/11/15,45.81,,,,,
2016/11/14,43.32,,,,,
2016/11/11,43.41,,,,,
2016/11/10,44.66,,,,,
2016/11/9,45.27,,,,,
2016/11/8,44.98,,,,,
2016/11/7,44.89,,,,,
2016/11/4,44.07,,,,,
2016/11/3,44.66,,,,,
2016/11/2,45.34,,,,,
2016/11/1,46.67,,,,,
2016/10/31,46.86,,,,,
2016/10/28,48.7,,,,,
2016/10/27,49.72,,,,,
2016/10/26,49.18,,,,,
2016/10/25,49.96,,,,,
2016/10/24,50.52,,,,,
2016/10/21,50.85,,,,,
2016/10/20,50.43,,,,,
2016/10/19,51.6,,,,,
2016/10/18,50.29,,,,,
2016/10/17,49.94,,,,,
2016/10/14,50.35,,,,,
2016/10/13,50.44,,,,,
2016/10/12,50.18,,,,,
2016/10/11,50.79,,,,,
2016/10/10,51.35,,,,,
2016/10/7,49.81,,,,,
2016/10/6,50.44,,,,,
2016/10/5,49.83,,,,,
2016/10/4,48.69,,,,,
2016/10/3,48.81,,,,,
2016/9/30,48.24,,,,,
2016/9/29,47.83,,,,,
2016/9/28,47.05,,,,,
2016/9/27,44.67,,,,,
2016/9/26,45.93,,,,,
2016/9/23,44.48,,,,,
2016/9/22,46.32,,,,,
2016/9/21,45.34,,,,,
2016/9/20,43.44,,,,,
2016/9/19,43.3,,,,,
2016/9/16,43.03,,,,,
2016/9/15,43.91,,,,,
2016/9/14,43.58,,,,,
2016/9/13,44.9,,,,,
2016/9/12,46.29,,,,,
2016/9/9,45.88,,,,,
2016/9/8,47.62,,,,,
2016/9/7,45.5,,,,,
2016/9/6,44.83,,,,,
2016/9/5,45.07,,,,,
2016/9/4,44.11,,,,,
2016/9/2,44.44,,,,,
2016/9/1,43.16,,,,,
2016/8/31,44.7,,,,,
2016/8/30,46.35,,,,,
2016/8/29,46.98,,,,,
2016/8/26,47.64,,,,,
2016/8/25,47.33,,,,,
2016/8/24,46.77,,,,,
2016/8/23,48.1,,,,,
2016/8/22,47.05,,,,,
2016/8/19,48.52,,,,,
2016/8/18,48.22,,,,,
2016/8/17,46.79,,,,,
2016/8/16,46.58,,,,,
2016/8/15,45.74,,,,,
2016/8/12,44.49,,,,,
2016/8/11,43.49,,,,,
2016/8/10,41.71,,,,,
2016/8/9,42.77,,,,,
2016/8/8,43.02,,,,,
2016/8/5,41.8,,,,,
2016/8/4,41.93,,,,,
2016/8/3,40.83,,,,,
2016/8/2,39.51,,,,,
2016/8/1,40.06,,,,,
2016/7/29,41.6,,,,,
2016/7/28,41.14,,,,,
2016/7/27,41.92,,,,,
2016/7/26,42.92,,,,,
2016/7/25,43.13,,,,,
2016/7/22,44.19,,,,,
2016/7/21,44.75,,,,,
2016/7/20,44.94,,,,,
2016/7/19,44.65,,,,,
2016/7/18,45.24,,,,,
2016/7/15,45.95,,,,,
2016/7/14,45.68,,,,,
2016/7/13,44.75,,,,,
2016/7/12,46.8,,,,,
2016/7/11,44.76,,,,,
2016/7/8,45.41,,,,,
2016/7/7,45.14,,,,,
2016/7/6,47.43,,,,,
2016/7/5,46.6,,,,,
2016/7/4,48.65,,,,,
2016/7/3,49.01,,,,,
2016/7/1,48.99,,,,,
2016/6/30,48.33,,,,,
2016/6/29,49.88,,,,,
2016/6/28,47.85,,,,,
2016/6/27,46.33,,,,,
2016/6/24,47.64,,,,,
2016/6/23,50.11,,,,,
2016/6/22,49.13,,,,,
2016/6/21,48.85,,,,,
2016/6/20,49.37,,,,,
2016/6/17,47.98,,,,,
2016/6/16,46.21,,,,,
2016/6/15,48.01,,,,,
2016/6/14,48.49,,,,,
2016/6/13,48.88,,,,,
2016/6/10,49.07,,,,,
2016/6/9,50.56,,,,,
2016/6/8,51.23,,,,,
2016/6/7,50.36,,,,,
2016/6/6,49.69,,,,,
2016/6/3,48.62,,,,,
2016/6/2,49.17,,,,,
2016/6/1,49.01,,,,,
2016/5/31,49.1,,,,,
2016/5/30,49.51,,,,,
2016/5/29,49.58,,,,,
2016/5/27,49.33,,,,,
2016/5/26,49.48,,,,,
2016/5/25,49.56,,,,,
2016/5/24,48.62,,,,,
2016/5/23,48.08,,,,,
2016/5/20,47.75,,,,,
2016/5/19,48.16,,,,,
2016/5/18,48.19,,,,,
2016/5/17,48.31,,,,,
2016/5/16,47.72,,,,,
2016/5/13,46.21,,,,,
2016/5/12,46.7,,,,,
2016/5/11,46.23,,,,,
2016/5/10,44.66,,,,,
2016/5/9,43.44,,,,,
2016/5/6,44.66,,,,,
2016/5/5,44.32,,,,,
2016/5/4,43.78,,,,,
2016/5/3,43.65,,,,,
2016/5/2,44.78,,,,,
2016/4/29,45.92,,,,,
2016/4/28,46.03,,,,,
2016/4/27,45.33,,,,,
2016/4/26,44.04,,,,,
2016/4/25,42.64,,,,,
2016/4/22,43.73,,,,,
2016/4/21,43.18,,,,,
2016/4/20,42.63,,,,,
2016/4/19,41.08,,,,,
2016/4/18,39.78,,,,,
2016/4/15,40.36,,,,,
2016/4/14,41.5,,,,,
2016/4/13,41.76,,,,,
2016/4/12,42.17,,,,,
2016/4/11,40.36,,,,,
2016/4/8,39.72,,,,,
2016/4/7,37.26,,,,,
2016/4/6,37.75,,,,,
2016/4/5,35.89,,,,,
2016/4/4,35.7,,,,,
2016/4/1,36.79,,,,,
2016/3/31,38.34,,,,,
2016/3/30,38.32,,,,,
2016/3/29,38.28,,,,,
2016/3/28,39.39,,,,,
2016/3/24,39.46,,,,,
2016/3/23,39.79,,,,,
2016/3/22,41.45,,,,,
2016/3/21,39.91,,,,,
2016/3/18,39.44,,,,,
2016/3/17,40.2,,,,,
2016/3/16,38.46,,,,,
2016/3/15,36.34,,,,,
2016/3/14,37.18,,,,,
2016/3/11,38.5,,,,,
2016/3/10,37.84,,,,,
2016/3/9,38.29,,,,,
2016/3/8,36.5,,,,,
2016/3/7,37.9,,,,,
2016/3/4,35.92,,,,,
2016/3/3,34.57,,,,,
2016/3/2,34.66,,,,,
2016/3/1,34.4,,,,,
2016/2/29,33.75,,,,,
2016/2/26,32.78,,,,,
2016/2/25,33.07,,,,,
2016/2/24,32.15,,,,,
2016/2/23,31.87,,,,,
2016/2/22,31.48,,,,,
2016/2/19,29.64,,,,,
2016/2/18,30.77,,,,,
2016/2/17,30.66,,,,,
2016/2/16,29.04,,,,,
2016/2/15,30.6,,,,,
2016/2/14,29.08,,,,,
2016/2/12,29.44,,,,,
2016/2/11,26.21,,,,,
2016/2/10,27.45,,,,,
2016/2/9,27.94,,,,,
2016/2/8,29.69,,,,,
2016/2/5,30.89,,,,,
2016/2/4,31.72,,,,,
2016/2/3,32.28,,,,,
2016/2/2,29.88,,,,,
2016/2/1,31.62,,,,,
2016/1/29,33.62,,,,,
2016/1/28,33.22,,,,,
2016/1/27,32.3,,,,,
2016/1/26,31.45,,,,,
2016/1/25,30.34,,,,,
2016/1/22,32.19,,,,,
2016/1/21,29.53,,,,,
2016/1/20,26.55,,,,,
2016/1/19,28.46,,,,,
2016/1/18,30.02,,,,,
2016/1/17,29.75,,,,,
2016/1/15,29.42,,,,,
2016/1/14,31.2,,,,,
2016/1/13,30.48,,,,,
2016/1/12,30.44,,,,,
2016/1/11,31.41,,,,,
2016/1/8,33.16,,,,,
2016/1/7,33.27,,,,,
2016/1/6,33.97,,,,,
2016/1/5,35.97,,,,,
2016/1/4,36.76,,,,,
2015/12/31,37.04,,,,,
2015/12/30,36.6,,,,,
2015/12/29,37.87,,,,,
2015/12/28,36.81,,,,,
2015/12/24,38.1,,,,,
2015/12/23,37.5,,,,,
2015/12/22,36.14,,,,,
2015/12/21,34.74,,,,,
2015/12/18,34.73,,,,,
2015/12/17,34.95,,,,,
2015/12/16,35.52,,,,,
2015/12/15,37.35,,,,,
2015/12/14,36.31,,,,,
2015/12/11,35.62,,,,,
2015/12/10,36.76,,,,,
2015/12/9,37.16,,,,,
2015/12/8,37.51,,,,,
2015/12/7,37.65,,,,,
2015/12/4,39.97,,,,,
2015/12/3,41.08,,,,,
2015/12/2,39.94,,,,,
2015/12/1,41.85,,,,,
2015/11/30,41.65,,,,,
2015/11/27,41.71,,,,,
2015/11/26,42.59,,,,,
2015/11/25,43.04,,,,,
2015/11/24,42.87,,,,,
2015/11/23,41.75,,,,,
2015/11/20,40.39,,,,,
2015/11/19,40.54,,,,,
2015/11/18,40.75,,,,,
2015/11/17,40.67,,,,,
2015/11/16,41.74,,,,,
2015/11/13,40.74,,,,,
2015/11/12,41.75,,,,,
2015/11/11,42.93,,,,,
2015/11/10,44.21,,,,,
2015/11/9,43.87,,,,,
2015/11/6,44.29,,,,,
2015/11/5,45.2,,,,,
2015/11/4,46.32,,,,,
2015/11/3,47.9,,,,,
2015/11/2,46.14,,,,,
2015/10/30,46.59,,,,,
2015/10/29,46.06,,,,,
2015/10/28,45.94,,,,,
2015/10/27,43.2,,,,,
2015/10/26,43.98,,,,,
2015/10/23,44.6,,,,,
2015/10/22,45.38,,,,,
2015/10/21,45.2,,,,,
2015/10/20,45.55,,,,,
2015/10/19,45.89,,,,,
2015/10/16,47.26,,,,,
2015/10/15,46.38,,,,,
2015/10/14,46.64,,,,,
2015/10/13,46.66,,,,,
2015/10/12,47.1,,,,,
2015/10/9,49.63,,,,,
2015/10/8,49.43,,,,,
2015/10/7,47.81,,,,,
2015/10/6,48.53,,,,,
2015/10/5,46.26,,,,,
2015/10/2,45.54,,,,,
2015/10/1,44.74,,,,,
2015/9/30,45.09,,,,,
2015/9/29,45.23,,,,,
2015/9/28,44.43,,,,,
2015/9/25,45.7,,,,,
2015/9/24,44.91,,,,,
2015/9/23,44.48,,,,,
2015/9/22,45.83,,,,,
2015/9/21,46.68,,,,,
2015/9/18,44.68,,,,,
2015/9/17,46.9,,,,,
2015/9/16,47.15,,,,,
2015/9/15,44.59,,,,,
2015/9/14,44,,,,,
2015/9/11,44.63,,,,,
2015/9/10,45.92,,,,,
2015/9/9,44.15,,,,,
2015/9/8,45.94,,,,,
2015/9/7,44.7,,,,,
2015/9/6,45.72,,,,,
2015/9/4,46.05,,,,,
2015/9/3,46.75,,,,,
2015/9/2,46.25,,,,,
2015/9/1,45.41,,,,,
2015/8/31,49.2,,,,,
2015/8/28,45.22,,,,,
2015/8/27,42.56,,,,,
2015/8/26,38.6,,,,,
2015/8/25,39.31,,,,,
2015/8/24,38.24,,,,,
2015/8/21,40.45,,,,,
2015/8/20,41.14,,,,,
2015/8/19,40.8,,,,,
2015/8/18,42.62,,,,,
2015/8/17,41.87,,,,,
2015/8/14,42.5,,,,,
2015/8/13,42.23,,,,,
2015/8/12,43.3,,,,,
2015/8/11,43.08,,,,,
2015/8/10,44.96,,,,,
2015/8/7,43.87,,,,,
2015/8/6,44.66,,,,,
2015/8/5,45.15,,,,,
2015/8/4,45.74,,,,,
2015/8/3,45.17,,,,,
2015/7/31,47.12,,,,,
2015/7/30,48.52,,,,,
2015/7/29,48.79,,,,,
2015/7/28,47.98,,,,,
2015/7/27,47.39,,,,,
2015/7/24,48.14,,,,,
2015/7/23,48.45,,,,,
2015/7/22,49.19,,,,,
2015/7/21,50.36,,,,,
2015/7/20,50.15,,,,,
2015/7/17,50.89,,,,,
2015/7/16,50.91,,,,,
2015/7/15,51.41,,,,,
2015/7/14,53.04,,,,,
2015/7/13,52.2,,,,,
2015/7/10,52.74,,,,,
2015/7/9,52.78,,,,,
2015/7/8,51.65,,,,,
2015/7/7,52.33,,,,,
2015/7/6,52.53,,,,,
2015/7/3,55.52,,,,,
2015/7/2,56.93,,,,,
2015/7/1,56.96,,,,,
2015/6/30,59.47,,,,,
2015/6/29,58.33,,,,,
2015/6/26,59.63,,,,,
2015/6/25,59.7,,,,,
2015/6/24,60.27,,,,,
2015/6/23,61.01,,,,,
2015/6/22,59.68,,,,,
2015/6/19,59.61,,,,,
2015/6/18,60.45,,,,,
2015/6/17,59.92,,,,,
2015/6/16,59.97,,,,,
2015/6/15,59.52,,,,,
2015/6/12,59.96,,,,,
2015/6/11,60.77,,,,,
2015/6/10,61.43,,,,,
2015/6/9,60.14,,,,,
2015/6/8,58.14,,,,,
2015/6/5,59.13,,,,,
2015/6/4,58,,,,,
2015/6/3,59.64,,,,,
2015/6/2,61.26,,,,,
2015/6/1,60.2,,,,,
2015/5/29,60.3,,,,,
2015/5/28,57.68,,,,,
2015/5/27,57.51,,,,,
2015/5/26,58.03,,,,,
2015/5/25,59.85,,,,,
2015/5/24,59.92,,,,,
2015/5/22,59.72,,,,,
2015/5/21,60.72,,,,,
2015/5/20,58.98,,,,,
2015/5/19,57.26,,,,,
2015/5/18,59.43,,,,,
2015/5/15,59.69,,,,,
2015/5/14,59.88,,,,,
2015/5/13,60.5,,,,,
2015/5/12,60.75,,,,,
2015/5/11,59.25,,,,,
2015/5/8,59.39,,,,,
2015/5/7,58.94,,,,,
2015/5/6,60.93,,,,,
2015/5/5,60.4,,,,,
2015/5/4,58.93,,,,,
2015/5/1,59.15,,,,,
2015/4/30,59.63,,,,,
2015/4/29,58.58,,,,,
2015/4/28,57.06,,,,,
2015/4/27,56.99,,,,,
2015/4/24,57.15,,,,,
2015/4/23,57.74,,,,,
2015/4/22,56.16,,,,,
2015/4/21,55.26,,,,,
2015/4/20,56.38,,,,,
2015/4/17,55.74,,,,,
2015/4/16,56.71,,,,,
2015/4/15,56.39,,,,,
2015/4/14,53.29,,,,,
2015/4/13,51.91,,,,,
2015/4/10,51.64,,,,,
2015/4/9,50.79,,,,,
2015/4/8,50.42,,,,,
2015/4/7,53.98,,,,,
2015/4/6,52.14,,,,,
2015/4/3,49.14,,,,,
2015/4/2,49.14,,,,,
2015/4/1,50.09,,,,,
2015/3/31,47.6,,,,,
2015/3/30,48.68,,,,,
2015/3/27,48.87,,,,,
2015/3/26,51.43,,,,,
2015/3/25,49.21,,,,,
2015/3/24,47.51,,,,,
2015/3/23,47.45,,,,,
2015/3/20,45.72,,,,,
2015/3/19,43.96,,,,,
2015/3/18,44.66,,,,,
2015/3/17,43.46,,,,,
2015/3/16,43.88,,,,,
2015/3/13,44.84,,,,,
2015/3/12,47.05,,,,,
2015/3/11,48.17,,,,,
2015/3/10,48.29,,,,,
2015/3/9,50,,,,,
2015/3/6,49.61,,,,,
2015/3/5,50.76,,,,,
2015/3/4,51.53,,,,,
2015/3/3,50.52,,,,,
2015/3/2,49.59,,,,,
2015/2/27,49.76,,,,,
2015/2/26,48.17,,,,,
2015/2/25,50.99,,,,,
2015/2/24,49.28,,,,,
2015/2/23,49.45,,,,,
2015/2/20,50.34,,,,,
2015/2/19,51.16,,,,,
2015/2/18,52.14,,,,,
2015/2/17,53.53,,,,,
2015/2/16,53.61,,,,,
2015/2/15,54.06,,,,,
2015/2/13,52.78,,,,,
2015/2/12,51.21,,,,,
2015/2/11,48.84,,,,,
2015/2/10,50.02,,,,,
2015/2/9,52.86,,,,,
2015/2/6,51.69,,,,,
2015/2/5,50.48,,,,,
2015/2/4,48.45,,,,,
2015/2/3,53.05,,,,,
2015/2/2,49.57,,,,,
2015/1/30,48.24,,,,,
2015/1/29,44.53,,,,,
2015/1/28,44.45,,,,,
2015/1/27,46.23,,,,,
2015/1/26,45.15,,,,,
2015/1/23,45.59,,,,,
2015/1/22,46.31,,,,,
2015/1/21,47.78,,,,,
2015/1/20,46.39,,,,,
2015/1/19,47.78,,,,,
2015/1/18,48.85,,,,,
2015/1/16,48.69,,,,,
2015/1/15,46.25,,,,,
2015/1/14,48.48,,,,,
2015/1/13,45.89,,,,,
2015/1/12,46.07,,,,,
2015/1/9,48.36,,,,,
2015/1/8,48.79,,,,,
2015/1/7,48.65,,,,,
2015/1/6,47.93,,,,,
2015/1/5,50.04,,,,,
