日付,終値,,,,,
2021/4/12,59.7,,,,,
2021/4/9,59.32,,,,,
2021/4/8,59.6,,,,,
2021/4/7,59.77,,,,,
2021/4/6,59.33,,,,,
2021/4/5,58.65,,,,,
2021/4/1,61.45,,,,,
2021/3/31,59.16,,,,,
2021/3/30,60.55,,,,,
2021/3/29,61.56,,,,,
2021/3/26,60.97,,,,,
2021/3/25,58.56,,,,,
2021/3/24,61.18,,,,,
2021/3/23,57.76,,,,,
2021/3/22,61.55,,,,,
2021/3/19,61.42,,,,,
2021/3/18,60,,,,,
2021/3/17,64.6,,,,,
2021/3/16,64.8,,,,,
2021/3/15,65.39,,,,,
2021/3/12,65.61,,,,,
2021/3/11,66.02,,,,,
2021/3/10,64.44,,,,,
2021/3/9,64.01,,,,,
2021/3/8,65.05,,,,,
2021/3/5,66.09,,,,,
2021/3/4,63.83,,,,,
2021/3/3,61.28,,,,,
2021/3/2,59.75,,,,,
2021/3/1,60.64,,,,,
2021/2/26,61.5,,,,,
2021/2/25,63.53,,,,,
2021/2/24,63.22,,,,,
2021/2/23,61.67,,,,,
2021/2/22,61.49,,,,,
2021/2/19,59.24,,,,,
2021/2/18,60.52,,,,,
2021/2/17,61.14,,,,,
2021/2/16,60.05,,,,,
2021/2/15,60.09,,,,,
2021/2/14,60.37,,,,,
2021/2/12,59.47,,,,,
2021/2/11,58.24,,,,,
2021/2/10,58.68,,,,,
2021/2/9,58.36,,,,,
2021/2/8,57.97,,,,,
2021/2/5,56.85,,,,,
2021/2/4,56.23,,,,,
2021/2/3,55.69,,,,,
2021/2/2,54.76,,,,,
2021/2/1,53.55,,,,,
2021/1/29,52.2,,,,,
2021/1/28,52.34,,,,,
2021/1/27,52.85,,,,,
2021/1/26,52.61,,,,,
2021/1/25,52.77,,,,,
2021/1/22,52.27,,,,,
2021/1/21,53.13,,,,,
2021/1/20,53.24,,,,,
2021/1/19,52.98,,,,,
2021/1/18,52.36,,,,,
2021/1/17,52.2,,,,,
2021/1/15,52.36,,,,,
2021/1/14,53.57,,,,,
2021/1/13,52.91,,,,,
2021/1/12,53.21,,,,,
2021/1/11,52.25,,,,,
2021/1/8,52.24,,,,,
2021/1/7,50.83,,,,,
2021/1/6,50.63,,,,,
2021/1/5,49.93,,,,,
2021/1/4,47.62,,,,,
2020/12/31,48.52,,,,,
2020/12/30,48.4,,,,,
2020/12/29,48,,,,,
2020/12/28,47.62,,,,,
2020/12/24,48.23,,,,,
2020/12/23,48.12,,,,,
2020/12/22,47.02,,,,,
2020/12/21,47.74,,,,,
2020/12/18,49.1,,,,,
2020/12/17,48.36,,,,,
2020/12/16,47.82,,,,,
2020/12/15,47.62,,,,,
2020/12/14,46.99,,,,,
2020/12/11,46.57,,,,,
2020/12/10,46.78,,,,,
2020/12/9,45.52,,,,,
2020/12/8,45.6,,,,,
2020/12/7,45.76,,,,,
2020/12/4,46.26,,,,,
2020/12/3,45.64,,,,,
2020/12/2,45.28,,,,,
2020/12/1,44.55,,,,,
2020/11/30,45.34,,,,,
2020/11/27,45.53,,,,,
2020/11/26,44.98,,,,,
2020/11/25,45.71,,,,,
2020/11/24,44.91,,,,,
2020/11/23,43.06,,,,,
2020/11/20,42.15,,,,,
2020/11/19,41.74,,,,,
2020/11/18,41.82,,,,,
2020/11/17,41.43,,,,,
2020/11/16,41.34,,,,,
2020/11/13,40.13,,,,,
2020/11/12,41.12,,,,,
2020/11/11,41.45,,,,,
2020/11/10,41.36,,,,,
2020/11/9,40.29,,,,,
2020/11/6,37.14,,,,,
2020/11/5,38.79,,,,,
2020/11/4,39.15,,,,,
2020/11/3,37.66,,,,,
2020/11/2,36.81,,,,,
2020/10/30,35.79,,,,,
2020/10/29,36.17,,,,,
2020/10/28,37.39,,,,,
2020/10/27,39.57,,,,,
2020/10/26,38.56,,,,,
2020/10/23,39.85,,,,,
2020/10/22,40.64,,,,,
2020/10/21,40.03,,,,,
2020/10/20,41.46,,,,,
2020/10/19,40.83,,,,,
2020/10/16,40.88,,,,,
2020/10/15,40.96,,,,,
2020/10/14,41.04,,,,,
2020/10/13,40.2,,,,,
2020/10/12,39.43,,,,,
2020/10/9,40.6,,,,,
2020/10/8,41.19,,,,,
2020/10/7,39.95,,,,,
2020/10/6,40.67,,,,,
2020/10/5,39.22,,,,,
2020/10/2,37.05,,,,,
2020/10/1,38.72,,,,,
2020/9/30,40.22,,,,,
2020/9/29,39.29,,,,,
2020/9/28,40.6,,,,,
2020/9/25,40.25,,,,,
2020/9/24,40.31,,,,,
2020/9/23,39.93,,,,,
2020/9/22,39.6,,,,,
2020/9/21,39.31,,,,,
2020/9/18,41.11,,,,,
2020/9/17,40.97,,,,,
2020/9/16,40.16,,,,,
2020/9/15,38.28,,,,,
2020/9/14,37.26,,,,,
2020/9/11,37.33,,,,,
2020/9/10,37.3,,,,,
2020/9/9,38.05,,,,,
2020/9/8,36.76,,,,,
2020/9/7,39.2,,,,,
2020/9/6,38.75,,,,,
2020/9/4,39.77,,,,,
2020/9/3,41.37,,,,,
2020/9/2,41.51,,,,,
2020/9/1,42.76,,,,,
2020/8/31,42.61,,,,,
2020/8/28,42.97,,,,,
2020/8/27,43.04,,,,,
2020/8/26,43.39,,,,,
2020/8/25,43.35,,,,,
2020/8/24,42.62,,,,,
2020/8/21,42.34,,,,,
2020/8/20,42.58,,,,,
2020/8/19,42.93,,,,,
2020/8/18,42.89,,,,,
2020/8/17,42.89,,,,,
2020/8/14,42.01,,,,,
2020/8/13,42.24,,,,,
2020/8/12,42.67,,,,,
2020/8/11,41.61,,,,,
2020/8/10,41.94,,,,,
2020/8/7,41.22,,,,,
2020/8/6,41.95,,,,,
2020/8/5,42.19,,,,,
2020/8/4,41.7,,,,,
2020/8/3,41.01,,,,,
2020/7/31,40.27,,,,,
2020/7/30,39.92,,,,,
2020/7/29,41.27,,,,,
2020/7/28,41.04,,,,,
2020/7/27,41.6,,,,,
2020/7/24,41.29,,,,,
2020/7/23,41.07,,,,,
2020/7/22,41.9,,,,,
2020/7/21,41.96,,,,,
2020/7/20,40.81,,,,,
2020/7/17,40.59,,,,,
2020/7/16,40.75,,,,,
2020/7/15,41.2,,,,,
2020/7/14,40.29,,,,,
2020/7/13,40.1,,,,,
2020/7/10,40.55,,,,,
2020/7/9,39.62,,,,,
2020/7/8,40.9,,,,,
2020/7/7,40.62,,,,,
2020/7/6,40.63,,,,,
2020/7/3,40.28,,,,,
2020/7/2,40.65,,,,,
2020/7/1,39.82,,,,,
2020/6/30,39.27,,,,,
2020/6/29,39.7,,,,,
2020/6/26,38.49,,,,,
2020/6/25,38.72,,,,,
2020/6/24,38.01,,,,,
2020/6/23,40.37,,,,,
2020/6/22,40.46,,,,,
2020/6/19,39.75,,,,,
2020/6/18,38.84,,,,,
2020/6/17,37.96,,,,,
2020/6/16,38.38,,,,,
2020/6/15,37.12,,,,,
2020/6/12,36.26,,,,,
2020/6/11,36.34,,,,,
2020/6/10,39.6,,,,,
2020/6/9,38.94,,,,,
2020/6/8,38.19,,,,,
2020/6/5,39.55,,,,,
2020/6/4,37.41,,,,,
2020/6/3,37.29,,,,,
2020/6/2,36.81,,,,,
2020/6/1,35.44,,,,,
2020/5/29,35.49,,,,,
2020/5/28,33.71,,,,,
2020/5/27,32.81,,,,,
2020/5/26,34.35,,,,,
2020/5/25,33.92,,,,,
2020/5/24,32.9,,,,,
2020/5/22,33.25,,,,,
2020/5/21,33.92,,,,,
2020/5/20,33.49,,,,,
2020/5/19,32.5,,,,,
2020/5/18,31.82,,,,,
2020/5/15,29.43,,,,,
2020/5/14,27.56,,,,,
2020/5/13,25.29,,,,,
2020/5/12,25.78,,,,,
2020/5/11,24.14,,,,,
2020/5/8,24.74,,,,,
2020/5/7,23.55,,,,,
2020/5/6,23.99,,,,,
2020/5/5,24.56,,,,,
2020/5/4,20.39,,,,,
2020/5/1,19.78,,,,,
2020/4/30,18.84,,,,,
2020/4/29,15.06,,,,,
2020/4/28,12.34,,,,,
2020/4/27,12.78,,,,,
2020/4/24,16.94,,,,,
2020/4/23,16.5,,,,,
2020/4/22,13.78,,,,,
2020/4/21,10.01,,,,,
2020/4/20,-37.63,,,,,
2020/4/17,18.27,,,,,
2020/4/16,19.87,,,,,
2020/4/15,19.87,,,,,
2020/4/14,20.11,,,,,
2020/4/13,22.41,,,,,
2020/4/9,22.76,,,,,
2020/4/8,25.09,,,,,
2020/4/7,23.63,,,,,
2020/4/6,26.08,,,,,
2020/4/3,28.34,,,,,
2020/4/2,25.32,,,,,
2020/4/1,20.31,,,,,
2020/3/31,20.48,,,,,
2020/3/30,20.09,,,,,
2020/3/27,21.51,,,,,
2020/3/26,22.6,,,,,
2020/3/25,24.49,,,,,
2020/3/24,24.01,,,,,
2020/3/23,23.36,,,,,
2020/3/20,22.43,,,,,
2020/3/19,25.22,,,,,
2020/3/18,20.37,,,,,
2020/3/17,26.95,,,,,
2020/3/16,28.7,,,,,
2020/3/13,31.73,,,,,
2020/3/12,31.5,,,,,
2020/3/11,32.98,,,,,
2020/3/10,34.36,,,,,
2020/3/9,31.13,,,,,
2020/3/6,41.28,,,,,
2020/3/5,45.9,,,,,
2020/3/4,46.78,,,,,
2020/3/3,47.18,,,,,
2020/3/2,46.75,,,,,
2020/2/28,44.76,,,,,
2020/2/27,47.09,,,,,
2020/2/26,48.73,,,,,
2020/2/25,49.9,,,,,
2020/2/24,51.43,,,,,
2020/2/21,53.38,,,,,
2020/2/20,53.78,,,,,
2020/2/19,53.29,,,,,
2020/2/18,52.05,,,,,
2020/2/17,52.2,,,,,
2020/2/16,52.36,,,,,
2020/2/14,52.05,,,,,
2020/2/13,51.42,,,,,
2020/2/12,51.17,,,,,
2020/2/11,49.94,,,,,
2020/2/10,49.57,,,,,
2020/2/7,50.32,,,,,
2020/2/6,50.95,,,,,
2020/2/5,50.75,,,,,
2020/2/4,49.61,,,,,
2020/2/3,50.11,,,,,
2020/1/31,51.56,,,,,
2020/1/30,52.14,,,,,
2020/1/29,53.33,,,,,
2020/1/28,53.48,,,,,
2020/1/27,53.14,,,,,
2020/1/24,54.19,,,,,
2020/1/23,55.59,,,,,
2020/1/22,56.74,,,,,
2020/1/21,58.34,,,,,
2020/1/20,58.73,,,,,
2020/1/19,59.27,,,,,
2020/1/17,58.54,,,,,
2020/1/16,58.52,,,,,
2020/1/15,57.81,,,,,
2020/1/14,58.23,,,,,
2020/1/13,58.08,,,,,
2020/1/10,59.04,,,,,
2020/1/9,59.56,,,,,
2020/1/8,59.61,,,,,
2020/1/7,62.7,,,,,
2020/1/6,63.27,,,,,
2020/1/3,63.05,,,,,
2020/1/2,61.18,,,,,
2020/1/1,61.33,,,,,
2019/12/31,61.06,,,,,
2019/12/30,61.68,,,,,
2019/12/27,61.72,,,,,
2019/12/26,61.68,,,,,
2019/12/25,61.19,,,,,
2019/12/24,61.11,,,,,
2019/12/23,60.52,,,,,
2019/12/20,60.44,,,,,
2019/12/19,61.22,,,,,
2019/12/18,60.93,,,,,
2019/12/17,60.94,,,,,
2019/12/16,60.21,,,,,
2019/12/13,60.07,,,,,
2019/12/12,59.18,,,,,
2019/12/11,58.76,,,,,
2019/12/10,59.24,,,,,
2019/12/9,59.02,,,,,
2019/12/6,59.2,,,,,
2019/12/5,58.43,,,,,
2019/12/4,58.43,,,,,
2019/12/3,56.1,,,,,
2019/12/2,55.96,,,,,
2019/11/29,55.17,,,,,
2019/11/28,58.08,,,,,
2019/11/27,58.11,,,,,
2019/11/26,58.41,,,,,
2019/11/25,58.01,,,,,
2019/11/22,57.77,,,,,
2019/11/21,58.58,,,,,
2019/11/20,57.11,,,,,
2019/11/19,55.21,,,,,
2019/11/18,57.05,,,,,
2019/11/15,57.72,,,,,
2019/11/14,56.77,,,,,
2019/11/13,57.12,,,,,
2019/11/12,56.8,,,,,
2019/11/11,56.86,,,,,
2019/11/8,57.24,,,,,
2019/11/7,57.15,,,,,
2019/11/6,56.35,,,,,
2019/11/5,57.23,,,,,
2019/11/4,56.54,,,,,
2019/11/1,56.2,,,,,
2019/10/31,54.18,,,,,
2019/10/30,55.06,,,,,
2019/10/29,55.54,,,,,
2019/10/28,55.81,,,,,
2019/10/25,56.66,,,,,
2019/10/24,56.23,,,,,
2019/10/23,55.97,,,,,
2019/10/22,54.16,,,,,
2019/10/21,53.31,,,,,
2019/10/18,53.78,,,,,
2019/10/17,53.93,,,,,
2019/10/16,53.36,,,,,
2019/10/15,52.81,,,,,
2019/10/14,53.59,,,,,
2019/10/11,54.7,,,,,
2019/10/10,53.55,,,,,
2019/10/9,52.59,,,,,
2019/10/8,52.63,,,,,
2019/10/7,52.75,,,,,
2019/10/4,52.81,,,,,
2019/10/3,52.45,,,,,
2019/10/2,52.64,,,,,
2019/10/1,53.62,,,,,
2019/9/30,54.07,,,,,
2019/9/27,55.91,,,,,
2019/9/26,56.41,,,,,
2019/9/25,56.49,,,,,
2019/9/24,57.29,,,,,
2019/9/23,58.64,,,,,
2019/9/20,58.09,,,,,
2019/9/19,58.13,,,,,
2019/9/18,58.11,,,,,
2019/9/17,59.34,,,,,
2019/9/16,62.9,,,,,
2019/9/13,54.85,,,,,
2019/9/12,55.09,,,,,
2019/9/11,55.75,,,,,
2019/9/10,57.4,,,,,
2019/9/9,57.85,,,,,
2019/9/6,56.52,,,,,
2019/9/5,56.3,,,,,
2019/9/4,56.26,,,,,
2019/9/3,53.94,,,,,
2019/9/2,54.66,,,,,
2019/9/1,54.8,,,,,
2019/8/30,55.1,,,,,
2019/8/29,56.71,,,,,
2019/8/28,55.78,,,,,
2019/8/27,54.93,,,,,
2019/8/26,53.64,,,,,
2019/8/23,54.17,,,,,
2019/8/22,55.35,,,,,
2019/8/21,55.68,,,,,
2019/8/20,56.34,,,,,
2019/8/19,56.21,,,,,
2019/8/16,54.87,,,,,
2019/8/15,54.47,,,,,
2019/8/14,55.23,,,,,
2019/8/13,57.1,,,,,
2019/8/12,54.93,,,,,
2019/8/9,54.5,,,,,
2019/8/8,52.54,,,,,
2019/8/7,51.09,,,,,
2019/8/6,53.63,,,,,
2019/8/5,54.69,,,,,
2019/8/2,55.66,,,,,
2019/8/1,53.95,,,,,
2019/7/31,58.58,,,,,
2019/7/30,58.05,,,,,
2019/7/29,56.87,,,,,
2019/7/26,56.2,,,,,
2019/7/25,56.02,,,,,
2019/7/24,55.88,,,,,
2019/7/23,56.77,,,,,
2019/7/22,56.22,,,,,
2019/7/19,55.63,,,,,
2019/7/18,55.3,,,,,
2019/7/17,56.78,,,,,
2019/7/16,57.62,,,,,
2019/7/15,59.58,,,,,
2019/7/12,60.21,,,,,
2019/7/11,60.2,,,,,
2019/7/10,60.43,,,,,
2019/7/9,57.83,,,,,
2019/7/8,57.66,,,,,
2019/7/5,57.51,,,,,
2019/7/4,56.8,,,,,
2019/7/3,57.34,,,,,
2019/7/2,56.25,,,,,
2019/7/1,59.09,,,,,
2019/6/28,58.47,,,,,
2019/6/27,59.43,,,,,
2019/6/26,59.38,,,,,
2019/6/25,57.83,,,,,
2019/6/24,57.9,,,,,
2019/6/21,57.43,,,,,
2019/6/20,56.65,,,,,
2019/6/19,53.76,,,,,
2019/6/18,53.9,,,,,
2019/6/17,51.93,,,,,
2019/6/14,52.51,,,,,
2019/6/13,52.28,,,,,
2019/6/12,51.14,,,,,
2019/6/11,53.27,,,,,
2019/6/10,53.26,,,,,
2019/6/7,53.99,,,,,
2019/6/6,52.59,,,,,
2019/6/5,51.68,,,,,
2019/6/4,53.48,,,,,
2019/6/3,53.25,,,,,
2019/5/31,53.5,,,,,
2019/5/30,56.59,,,,,
2019/5/29,58.81,,,,,
2019/5/28,59.14,,,,,
2019/5/27,59.16,,,,,
2019/5/26,58.77,,,,,
2019/5/24,58.63,,,,,
2019/5/23,57.91,,,,,
2019/5/22,61.42,,,,,
2019/5/21,62.99,,,,,
2019/5/20,63.1,,,,,
2019/5/17,62.76,,,,,
2019/5/16,62.87,,,,,
2019/5/15,62.02,,,,,
2019/5/14,61.78,,,,,
2019/5/13,61.04,,,,,
2019/5/10,61.66,,,,,
2019/5/9,61.7,,,,,
2019/5/8,62.12,,,,,
2019/5/7,61.4,,,,,
2019/5/6,62.25,,,,,
2019/5/3,61.94,,,,,
2019/5/2,61.81,,,,,
2019/5/1,63.6,,,,,
2019/4/30,63.91,,,,,
2019/4/29,63.5,,,,,
2019/4/26,63.3,,,,,
2019/4/25,65.21,,,,,
2019/4/24,65.89,,,,,
2019/4/23,66.3,,,,,
2019/4/22,65.7,,,,,
2019/4/18,64,,,,,
2019/4/17,63.76,,,,,
2019/4/16,64.05,,,,,
2019/4/15,63.4,,,,,
2019/4/12,63.89,,,,,
2019/4/11,63.58,,,,,
2019/4/10,64.61,,,,,
2019/4/9,63.98,,,,,
2019/4/8,64.4,,,,,
2019/4/5,63.08,,,,,
2019/4/4,62.1,,,,,
2019/4/3,62.46,,,,,
2019/4/2,62.58,,,,,
2019/4/1,61.59,,,,,
2019/3/29,60.14,,,,,
2019/3/28,59.3,,,,,
2019/3/27,59.41,,,,,
2019/3/26,59.94,,,,,
2019/3/25,58.82,,,,,
2019/3/22,59.04,,,,,
2019/3/21,59.98,,,,,
2019/3/20,59.83,,,,,
2019/3/19,59.03,,,,,
2019/3/18,59.09,,,,,
2019/3/15,58.52,,,,,
2019/3/14,58.61,,,,,
2019/3/13,58.26,,,,,
2019/3/12,56.87,,,,,
2019/3/11,56.79,,,,,
2019/3/8,56.07,,,,,
2019/3/7,56.66,,,,,
2019/3/6,56.22,,,,,
2019/3/5,56.56,,,,,
2019/3/4,56.59,,,,,
2019/3/1,55.8,,,,,
2019/2/28,57.22,,,,,
2019/2/27,56.94,,,,,
2019/2/26,55.5,,,,,
2019/2/25,55.48,,,,,
2019/2/22,57.26,,,,,
2019/2/21,56.96,,,,,
2019/2/20,56.92,,,,,
2019/2/19,56.09,,,,,
2019/2/18,56.27,,,,,
2019/2/17,56.33,,,,,
2019/2/15,55.59,,,,,
2019/2/14,54.41,,,,,
2019/2/13,53.9,,,,,
2019/2/12,53.1,,,,,
2019/2/11,52.41,,,,,
2019/2/8,52.72,,,,,
2019/2/7,52.64,,,,,
2019/2/6,54.01,,,,,
2019/2/5,53.66,,,,,
2019/2/4,54.56,,,,,
2019/2/1,55.26,,,,,
2019/1/31,53.79,,,,,
2019/1/30,54.23,,,,,
2019/1/29,53.31,,,,,
2019/1/28,51.99,,,,,
2019/1/25,53.69,,,,,
2019/1/24,53.13,,,,,
2019/1/23,52.62,,,,,
2019/1/22,52.57,,,,,
2019/1/21,54.24,,,,,
2019/1/20,53.65,,,,,
2019/1/18,53.8,,,,,
2019/1/17,52.07,,,,,
2019/1/16,52.31,,,,,
2019/1/15,52.11,,,,,
2019/1/14,50.51,,,,,
2019/1/11,51.59,,,,,
2019/1/10,52.59,,,,,
2019/1/9,52.36,,,,,
2019/1/8,49.78,,,,,
2019/1/7,48.52,,,,,
2019/1/4,47.96,,,,,
2019/1/3,47.09,,,,,
2019/1/2,46.54,,,,,
2019/1/1,45.89,,,,,
2018/12/31,45.41,,,,,
2018/12/28,45.33,,,,,
2018/12/27,44.61,,,,,
2018/12/26,46.22,,,,,
2018/12/25,43.16,,,,,
2018/12/24,42.53,,,,,
2018/12/21,45.59,,,,,
2018/12/20,45.88,,,,,
2018/12/19,47.2,,,,,
2018/12/18,46.24,,,,,
2018/12/17,49.88,,,,,
2018/12/14,51.2,,,,,
2018/12/13,52.58,,,,,
2018/12/12,51.15,,,,,
2018/12/11,51.65,,,,,
2018/12/10,51,,,,,
2018/12/7,52.61,,,,,
2018/12/6,51.49,,,,,
2018/12/5,52.89,,,,,
2018/12/4,53.25,,,,,
2018/12/3,52.95,,,,,
2018/11/30,50.93,,,,,
2018/11/29,51.45,,,,,
2018/11/28,50.29,,,,,
2018/11/27,51.56,,,,,
2018/11/26,51.63,,,,,
2018/11/23,50.42,,,,,
2018/11/22,54.02,,,,,
2018/11/21,54.63,,,,,
2018/11/20,53.43,,,,,
2018/11/19,56.76,,,,,
2018/11/16,56.46,,,,,
2018/11/15,56.46,,,,,
2018/11/14,56.25,,,,,
2018/11/13,55.69,,,,,
2018/11/12,59.93,,,,,
2018/11/9,60.19,,,,,
2018/11/8,60.67,,,,,
2018/11/7,61.67,,,,,
2018/11/6,62.21,,,,,
2018/11/5,63.1,,,,,
2018/11/2,63.14,,,,,
2018/11/1,63.69,,,,,
2018/10/31,65.31,,,,,
2018/10/30,66.18,,,,,
2018/10/29,67.04,,,,,
2018/10/26,67.59,,,,,
2018/10/25,67.33,,,,,
2018/10/24,66.82,,,,,
2018/10/23,66.43,,,,,
2018/10/22,69.17,,,,,
2018/10/19,69.12,,,,,
2018/10/18,68.65,,,,,
2018/10/17,69.75,,,,,
2018/10/16,71.92,,,,,
2018/10/15,71.78,,,,,
2018/10/12,71.34,,,,,
2018/10/11,70.97,,,,,
2018/10/10,73.17,,,,,
2018/10/9,74.96,,,,,
2018/10/8,74.29,,,,,
2018/10/5,74.34,,,,,
2018/10/4,74.33,,,,,
2018/10/3,76.41,,,,,
2018/10/2,75.23,,,,,
2018/10/1,75.3,,,,,
2018/9/28,73.25,,,,,
2018/9/27,72.12,,,,,
2018/9/26,71.57,,,,,
2018/9/25,72.28,,,,,
2018/9/24,72.08,,,,,
2018/9/21,70.78,,,,,
2018/9/20,70.8,,,,,
2018/9/19,71.12,,,,,
2018/9/18,69.85,,,,,
2018/9/17,68.91,,,,,
2018/9/14,68.99,,,,,
2018/9/13,68.59,,,,,
2018/9/12,70.37,,,,,
2018/9/11,69.25,,,,,
2018/9/10,67.54,,,,,
2018/9/7,67.75,,,,,
2018/9/6,67.77,,,,,
2018/9/5,68.72,,,,,
2018/9/4,69.87,,,,,
2018/9/3,70.12,,,,,
2018/9/2,69.92,,,,,
2018/8/31,69.8,,,,,
2018/8/30,70.25,,,,,
2018/8/29,69.51,,,,,
2018/8/28,68.53,,,,,
2018/8/27,68.87,,,,,
2018/8/24,68.72,,,,,
2018/8/23,67.83,,,,,
2018/8/22,67.86,,,,,
2018/8/21,67.35,,,,,
2018/8/20,66.43,,,,,
2018/8/17,65.91,,,,,
2018/8/16,65.46,,,,,
2018/8/15,65.01,,,,,
2018/8/14,67.04,,,,,
2018/8/13,67.2,,,,,
2018/8/10,67.63,,,,,
2018/8/9,66.81,,,,,
2018/8/8,66.94,,,,,
2018/8/7,69.17,,,,,
2018/8/6,69.01,,,,,
2018/8/3,68.49,,,,,
2018/8/2,68.96,,,,,
2018/8/1,67.66,,,,,
2018/7/31,68.76,,,,,
2018/7/30,70.13,,,,,
2018/7/27,68.69,,,,,
2018/7/26,69.61,,,,,
2018/7/25,69.3,,,,,
2018/7/24,68.52,,,,,
2018/7/23,67.89,,,,,
2018/7/20,70.46,,,,,
2018/7/19,69.46,,,,,
2018/7/18,68.76,,,,,
2018/7/17,68.08,,,,,
2018/7/16,68.06,,,,,
2018/7/13,71.01,,,,,
2018/7/12,70.33,,,,,
2018/7/11,70.38,,,,,
2018/7/10,74.11,,,,,
2018/7/9,73.85,,,,,
2018/7/6,73.8,,,,,
2018/7/5,72.94,,,,,
2018/7/4,74.13,,,,,
2018/7/3,74.14,,,,,
2018/7/2,73.94,,,,,
2018/6/29,74.15,,,,,
2018/6/28,73.45,,,,,
2018/6/27,72.76,,,,,
2018/6/26,70.53,,,,,
2018/6/25,68.08,,,,,
2018/6/22,68.58,,,,,
2018/6/21,65.54,,,,,
2018/6/20,66.22,,,,,
2018/6/19,65.07,,,,,
2018/6/18,65.85,,,,,
2018/6/15,65.06,,,,,
2018/6/14,66.89,,,,,
2018/6/13,66.64,,,,,
2018/6/12,66.36,,,,,
2018/6/11,66.1,,,,,
2018/6/8,65.74,,,,,
2018/6/7,65.95,,,,,
2018/6/6,64.73,,,,,
2018/6/5,65.52,,,,,
2018/6/4,64.75,,,,,
2018/6/1,65.81,,,,,
2018/5/31,67.04,,,,,
2018/5/30,68.21,,,,,
2018/5/29,66.73,,,,,
2018/5/28,67.05,,,,,
2018/5/27,67.36,,,,,
2018/5/25,67.88,,,,,
2018/5/24,70.71,,,,,
2018/5/23,71.84,,,,,
2018/5/22,72.13,,,,,
2018/5/21,72.24,,,,,
2018/5/18,71.28,,,,,
2018/5/17,71.49,,,,,
2018/5/16,71.49,,,,,
2018/5/15,71.31,,,,,
2018/5/14,70.96,,,,,
2018/5/11,70.7,,,,,
2018/5/10,71.36,,,,,
2018/5/9,71.14,,,,,
2018/5/8,69.06,,,,,
2018/5/7,70.73,,,,,
2018/5/4,69.72,,,,,
2018/5/3,68.43,,,,,
2018/5/2,67.93,,,,,
2018/5/1,67.25,,,,,
2018/4/30,68.57,,,,,
2018/4/27,68.1,,,,,
2018/4/26,68.19,,,,,
2018/4/25,68.05,,,,,
2018/4/24,67.7,,,,,
2018/4/23,68.64,,,,,
2018/4/20,68.38,,,,,
2018/4/19,68.29,,,,,
2018/4/18,68.47,,,,,
2018/4/17,66.52,,,,,
2018/4/16,66.22,,,,,
2018/4/13,67.39,,,,,
2018/4/12,67.07,,,,,
2018/4/11,66.82,,,,,
2018/4/10,65.51,,,,,
2018/4/9,63.42,,,,,
2018/4/6,62.06,,,,,
2018/4/5,63.54,,,,,
2018/4/4,63.37,,,,,
2018/4/3,63.51,,,,,
2018/4/2,63.01,,,,,
2018/3/29,64.94,,,,,
2018/3/28,64.38,,,,,
2018/3/27,65.25,,,,,
2018/3/26,65.55,,,,,
2018/3/23,65.88,,,,,
2018/3/22,64.3,,,,,
2018/3/21,65.17,,,,,
2018/3/20,63.4,,,,,
2018/3/19,62.06,,,,,
2018/3/16,62.34,,,,,
2018/3/15,61.19,,,,,
2018/3/14,60.96,,,,,
2018/3/13,60.71,,,,,
2018/3/12,61.36,,,,,
2018/3/9,62.04,,,,,
2018/3/8,60.12,,,,,
2018/3/7,61.15,,,,,
2018/3/6,62.6,,,,,
2018/3/5,62.57,,,,,
2018/3/2,61.25,,,,,
2018/3/1,60.99,,,,,
2018/2/28,61.64,,,,,
2018/2/27,63.01,,,,,
2018/2/26,63.91,,,,,
2018/2/23,63.55,,,,,
2018/2/22,62.77,,,,,
2018/2/21,61.68,,,,,
2018/2/20,61.9,,,,,
2018/2/19,62.38,,,,,
2018/2/18,61.72,,,,,
2018/2/16,61.68,,,,,
2018/2/15,61.34,,,,,
2018/2/14,60.6,,,,,
2018/2/13,59.19,,,,,
2018/2/12,59.29,,,,,
2018/2/9,59.2,,,,,
2018/2/8,61.15,,,,,
2018/2/7,61.79,,,,,
2018/2/6,63.39,,,,,
2018/2/5,64.15,,,,,
2018/2/2,65.45,,,,,
2018/2/1,65.8,,,,,
2018/1/31,64.73,,,,,
2018/1/30,64.5,,,,,
2018/1/29,65.56,,,,,
2018/1/26,66.14,,,,,
2018/1/25,65.51,,,,,
2018/1/24,65.61,,,,,
2018/1/23,64.47,,,,,
2018/1/22,63.49,,,,,
2018/1/19,63.37,,,,,
2018/1/18,63.95,,,,,
2018/1/17,63.97,,,,,
2018/1/16,63.73,,,,,
2018/1/15,64.73,,,,,
2018/1/14,64.28,,,,,
2018/1/12,64.3,,,,,
2018/1/11,63.8,,,,,
2018/1/10,63.57,,,,,
2018/1/9,62.96,,,,,
2018/1/8,61.73,,,,,
2018/1/5,61.44,,,,,
2018/1/4,62.01,,,,,
2018/1/3,61.63,,,,,
2018/1/2,60.37,,,,,
2018/1/1,60.24,,,,,
2017/12/29,60.42,,,,,
2017/12/28,59.84,,,,,
2017/12/27,59.64,,,,,
2017/12/26,59.97,,,,,
2017/12/25,58.59,,,,,
2017/12/22,58.47,,,,,
2017/12/21,58.36,,,,,
2017/12/20,58.09,,,,,
2017/12/19,57.46,,,,,
2017/12/18,57.16,,,,,
